Key;Item Type;Publication Year;Author;Title;Publication Title;ISBN;ISSN;DOI;Url;Abstract Note;Date;Date Added;Date Modified;Access Date;Pages;Num Pages;Issue;Volume;Number Of Volumes;Journal Abbreviation;Short Title;Series;Series Number;Series Text;Series Title;Publisher;Place;Language;Rights;Type;Archive;Archive Location;Library Catalog;Call Number;Extra;Notes;File Attachments;Link Attachments;Manual Tags;Automatic Tags;Editor;Series Editor;Translator;Contributor;Attorney Agent;Book Author;Cast Member;Commenter;Composer;Cosponsor;Counsel;Interviewer;Producer;Recipient;Reviewed Author;Scriptwriter;Words By;Guest;Number;Edition;Running Time;Scale;Medium;Artwork Size;Filing Date;Application Number;Assignee;Issuing Authority;Country;Meeting Name;Conference Name;Court;References;Reporter;Legal Status;Priority Numbers;Programming Language;Version;System;Code;Code Number;Section;Session;Committee;History;Legislative Body
WUW3P3KL;conferencePaper;2015;Schmitt, Daniel;Lictions et sens dans l'expérience muséale capter le bricolage du réel pour faire corps avec le monde;Actes du congrès de l’Association Française de Sémiotique;979-10-95835-00-4;;;https://www.researchgate.net/profile/Daniel_Schmitt3/publication/305748623_Lictions_et_sens_dans_l%27experience_museale_capter_le_bricolage_du_reel_pour_faire_corps_avec_le_monde/links/579f0d8208ae80bf6ea6ed0a/Lictions-et-sens-dans-lexperience-museale-capter-le-bricolage-du-reel-pour-faire-corps-avec-le-monde.pdf?origin=publication_list;;2015;16/10/2018 20:32;05/02/2019 22:51;02/02/2017 11:04;;;;;;;;;;;;AFS Editions;Université du Luxembourg;fr;;;;;;;;;"/Users/xander/Zotero/storage/SIFLNUES/Lictions-et-sens-dans-lexperience-museale-capter-le-bricolage-du-reel-pour-faire-corps-avec-le-monde.pdf; /Users/xander/Zotero/storage/KHMWYZIK/Lictions-et-sens-dans-lexperience-museale-capter-le-bricolage-du-reel-pour-faire-corps-avec-le-monde.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sens et médiation;;;;;;;;;;;;;;;
SVTR8JUQ;thesis;2012;Schmitt, Daniel;Expérience de visite et construction des connaissances : le cas des musées de sciences et des centres de culture scientifique;;;;;;;2012;16/10/2018 20:32;05/02/2019 22:51;;;413;;;;;;;;;;Strasbourg;Strasbourg;fr;;;;;;;;;"/Users/xander/Zotero/storage/MRJ8ZMQH/Schmitt_Daniel_these_opendata_12-05-2013.pdf; /Users/xander/Zotero/storage/ZQ86GBSG/Schmitt_Daniel_these_opendata_12-05-2013.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CWN6CTWG;report;2015;;Rapport du groupe de travail sur l'avenir de France Télévisions;;;;;http://www.culturecommunication.gouv.fr/content/download/111651/1287333/version/2/file/2015_03_04_Avenir_FTV_Rapport.pdf;;2015;16/10/2018 20:32;05/02/2019 22:49;10/04/2017 10:45;148;;;;;;;;;;;Ministère de la Culture;Paris;fr;;;;;;;;;"/Users/xander/Zotero/storage/J8TP2F4Q/2015_03_04_Avenir_FTV_Rapport.pdf; /Users/xander/Zotero/storage/HK7DAHPG/2015_03_04_Avenir_FTV_Rapport.pdf";;;;;Schwartz, Marc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VLUXB9R7;conferencePaper;2006;"Zeng, Zhihong; Hu, Yuxiao; Roisman, Glenn I.; Wen, Zhen; Fu, Yun; Huang, Thomas S.";Audio-Visual Emotion Recognition in Adult Attachment  Interview;;;;;;;2006;16/10/2018 20:32;05/02/2019 22:49;;;;;;;;;;;;;ACM;Banff, Alberta, Canada;English;;;;;;;;;"/Users/xander/Zotero/storage/SC6DZRNI/sp12-zeng.pdf; /Users/xander/Zotero/storage/3LM5SQ7X/sp12-zeng.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ICMI'06;;;;;;;;;;;;;;;
USFHRYJV;manuscript;2006;Comps, François;L’augmentation de contraste d'un éclairage  mi ombre mi lumière appliqué sur un visage  humain constitue t’il un facteur de Saillance ?;;;;;;;2006;16/10/2018 20:32;05/02/2019 22:50;;;;;;;;;;;;;;Valenciennes;fr;;;;;;;;;"/Users/xander/Zotero/storage/C726TNK6/MASTER RECHERCHE DEFINITIF3.pdf; /Users/xander/Zotero/storage/UEDVAB7M/MASTER RECHERCHE DEFINITIF3.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
D7E2VUF7;thesis;2011;Labour, Michel;MEDIA-REPERES. Une méthode pour l'explicitation des construits de sens au visionnage;;;;;;;2011;16/10/2018 20:32;05/02/2019 22:50;;;518;;;;;;;;;;Université de Valenciennes et du Hainaut-Cambrésis;Valenciennes;fr;;Habilitation à diriger des recherches;;;;;;;"/Users/xander/Zotero/storage/6WDRRBDJ/HDR_Memoire_Labour 2011(1).pdf; /Users/xander/Zotero/storage/4G54GPRJ/HDR_Memoire_Labour 2011(1).pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27HRNUXN;book;1945;Merleau-Ponty, Maurice;Phénoménologie de la perception;;2-07-029337-8;;;;;1945;16/10/2018 20:33;05/02/2019 22:50;;;;;;;;;NRF;;;;;Paris;fr;;;;;;;;;"/Users/xander/Zotero/storage/XI5GBRSH/merleau-ponty-phenomenologie-de-la-perception.pdf; /Users/xander/Zotero/storage/XFBW92JN/merleau-ponty-phenomenologie-de-la-perception.pdf";;;;;;;;;;;;;;;;;;;;;;;Gallimard;;;;;;;;;;;;;;;;;;;;;;;;;;
MZA95KTQ;conferencePaper;2011;"Dervin, Brenda; Clark, Kathleen D.; Coco, Angela; Foreman-Wernet, Lois; Rajendram, Christlin P.; Reinhard, CarrieLynn D.";Sense - Making as Methodology for Spirituality Theory, Praxis, Pedagogy, and Research;;;;;;;2011;16/10/2018 20:33;05/02/2019 22:47;;;;;;;;;;;;;;Prague;English;;;;;;;;;"/Users/xander/Zotero/storage/W2PDFTFW/Dervin-paper1.pdf; /Users/xander/Zotero/storage/6MPWS68I/Dervin-paper1.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FIRST GLOBAL CONFERENCE ON  SPIRITUALITY IN THE  21ST CENTURY;;;;;;;;;;;;;;;
B637UG8I;bookSection;1966;"Segall, Marshall H.; Campbell, Donald T.; Herskovit, Melville J.";The Influence of Culture on Visual Perception;Social Perception;;;;;;1966;16/10/2018 20:33;05/02/2019 22:51;;;;;;;;;;;;;The Boobs-Merrill Company, Inc.;;English;;;;;;;;;"/Users/xander/Zotero/storage/A5XRLYTF/socialperception14.pdf; /Users/xander/Zotero/storage/LS4PU73E/socialperception14.pdf";;;;;;;;;;;;;;;;;;;;;;;Hans Toch and Clay Smith;;;;;;;;;;;;;;;;;;;;;;;;;;
CYXETAL4;book;1945;Jauss, Hans Robert;Pour une esthétique de la réception;;;;;;;1945;16/10/2018 20:33;05/02/2019 22:48;;;;;;;;;TEL;;;;;Paris;fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Gallimard;;;;;;;;;;;;;;;;;;;;;;;;;;
JEPIB5SF;journalArticle;2010;Leleu-Merviel, Sylvie;Montages culinaires, la partition du légume;Communication & langages;;0336-1500;10.4074/S0336150010012056;http://www.necplus.eu/abstract_S0336150010012056;;2010;16/10/2018 20:33;05/02/2019 22:50;13/04/2017 12:54;53;;164;2010;;;;;;;;;;en;;;;;CrossRef;;;;"/Users/xander/Zotero/storage/EUV2KJ3C/download.pdf; /Users/xander/Zotero/storage/C9C6IEZB/download.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2BB29D3V;conferencePaper;2010;Leleu-Merviel, Sylvie;Le sens aux interstices, émergence de reliances complexes;"Colloque international francophone"" Complexité 2010""";;;;https://halshs.archives-ouvertes.fr/hal-00526508/;;2010;16/10/2018 20:33;05/02/2019 22:50;13/04/2017 12:55;http–www;;;;;;;;;;;;;;;;;;Google Scholar;;;;"/Users/xander/Zotero/storage/IZ7HGU5H/2010_-MCX10.pdf; /Users/xander/Zotero/storage/88B2DQQ4/2010_-MCX10.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NAGY6NNH;journalArticle;2006;Cahour, Béatrice;Les affects en situation d'interaction coopérative : proposition méthodologique;Le travail humain;;0041-1868, 2104-3663;10.3917/th.694.0379;http://www.cairn.info/revue-le-travail-humain-2006-4-page-379.htm;;2006;16/10/2018 20:33;05/02/2019 22:50;20/04/2017 13:29;379;;4;69;;;Les affects en situation d'interaction coopérative;;;;;;;fr;;;;;CrossRef;;;;"/Users/xander/Zotero/storage/BTX8FB59/0.pdf; /Users/xander/Zotero/storage/RF33AXUU/0.pdf; /Users/xander/Zotero/storage/WUPTLRQT/revue-le-travail-humain-2006-4-page-379.html";;"Accès; Affects; Cognition; Interaction; Masquage; Méthodologie";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8CNIISCY;journalArticle;2011;"Cahour, B.; Lancry, A.";Émotions et activités professionnelles et quotidiennes;Le travail humain;;0041-1868, 2104-3663;10.3917/th.742.0097;http://www.cairn.info/revue-le-travail-humain-2011-2-page-97.htm;;2011;16/10/2018 20:33;05/02/2019 22:50;20/04/2017 13:29;97;;2;74;;;;;;;;;;fr;;;;;CrossRef;;;;"/Users/xander/Zotero/storage/A2AICSNV/0.pdf; /Users/xander/Zotero/storage/DTPNDEAD/0.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Q34AZAFK;journalArticle;2010;"Cahour, Béatrice; Licoppe, Christian";Confrontations aux traces de son activité: Compréhension, développement et régulation de l'agir dans un monde de plus en plus réflexif;Revue d'anthropologie des connaissances;;1760-5393;10.3917/rac.010.0243;http://www.cairn.info/revue-anthropologie-des-connaissances-2010-2-page-243.htm;;2010;16/10/2018 20:33;05/02/2019 22:50;20/04/2017 13:29;243;;2;Vol 4, 2;;;Confrontations aux traces de son activité;;;;;;;fr;;;;;CrossRef;;;;"/Users/xander/Zotero/storage/HQFZPCME/0.pdf; /Users/xander/Zotero/storage/9SXP5HVB/0.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6G38LNVU;journalArticle;2011;Kawamoto, Hideo;L'autopoïèse et l'« individu » en train de se faire;Revue philosophique de la France et de l'étranger;;0035-3833, 2104-385X;10.3917/rphi.113.0347;http://www.cairn.info/revue-philosophique-2011-3-page-347.htm;;2011;16/10/2018 20:33;05/02/2019 22:50;20/04/2017 15:44;347;;3;136;;;;;;;;;;fr;;;;;CrossRef;;;;"/Users/xander/Zotero/storage/J47CRYG9/0.pdf; /Users/xander/Zotero/storage/VMHWI3B6/0.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E3EP5BEJ;book;2003;"Mugur-Schächter, Mioara; Van der Merwe, Alwyn";Quantum mechanics, mathematics, cognition and action: proposals for a formalized epistemology;;;;;;;2003;16/10/2018 20:33;05/02/2019 22:50;;;;;;;;Quantum mechanics, mathematics, cognition and action;;;;;Springer Science & Business Media;;;;;;;Google Scholar;;;;"/Users/xander/Zotero/storage/PG2ZJQF6/TOUT KLUWER PDF SUR WEB.pdf; /Users/xander/Zotero/storage/4RL8D4TQ/TOUT KLUWER PDF SUR WEB.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SKWQTQIZ;journalArticle;2009;"Bitbol, Michel; Petitmengin, Claire";Explicitation de l'expérience cognitive;Synthèse des rapports des ateliers de prospective et contributions;;;;http://www.academia.edu/download/30842143/10.1.1.184.1028.pdf#page=360;;2009;16/10/2018 20:33;05/02/2019 22:49;24/04/2017 13:17;360;;;;;;;;;;;;;;;;;;Google Scholar;;;;"/Users/xander/Zotero/storage/TKCW5CHY/Intellectica - Prospective.pdf; /Users/xander/Zotero/storage/RDJE9UQA/Intellectica - Prospective.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GXQGS3KF;bookSection;1988;Dennett, Daniel C.;Quining Qualia;Consciousness in Modern Science;;;;;;1988;16/10/2018 20:33;05/02/2019 22:48;;;;;;;;;;;;;;New York, NY;;;;;;;;;;"/Users/xander/Zotero/storage/IP5K5RK6/Dennett-Quining-Qualia.pdf; /Users/xander/Zotero/storage/ZQ4HYBID/Dennett-Quining-Qualia.pdf";;;;;;;;;;;;;;;;;;;;;;;Oxford University Press;;;;;;;;;;;;;;;;;;;;;;;;;;
J5K5CVY3;journalArticle;1977;Gibson, James J.;The Theory of Affordances;Perceiving, Acting and Knowing;;;;http://smithiesdesign.com/wp-content/uploads/2016/09/05-Gibson-Theory-of-affordances.pdf;;1977;16/10/2018 20:33;05/02/2019 22:50;30/04/2017 14:57;;;;;;;;;;;;;;English;;;;;Google Scholar;;;;"/Users/xander/Zotero/storage/WNVNMLG2/Gibson-AFF.pdf; /Users/xander/Zotero/storage/6FES6SFB/Gibson-AFF.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JWFMXQY3;journalArticle;2005;Bates, Marcia J.;Information and knowledge: An evolutionary framework for information science.;Information Research: An International Electronic Journal;;;;http://eric.ed.gov/?id=EJ1082014;;2005;16/10/2018 20:33;05/02/2019 22:49;01/05/2017 10:09;n4;;4;10;;;Information and knowledge;;;;;;;;;;;;Google Scholar;;;;"/Users/xander/Zotero/storage/YWHPMIHR/EJ1082014.pdf; /Users/xander/Zotero/storage/CKF6ELZN/EJ1082014.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J53L2BUC;journalArticle;2008;"Darras, Bernard; Belkhamsa, Sarah";Faire corps avec le monde;Étude comparée des concepts d'affordance, d'énaction et d'habitude d'action, Recherches en communication;;;;https://www.researchgate.net/profile/Bernard_Darras/publication/45359202_Faire_corps_avec_le_monde_Etude_comparee_des_concepts_d'affordance_d'enaction_et_d'habitude_d'action/links/53ee54c20cf23733e80cc97e.pdf;;2008;16/10/2018 20:33;05/02/2019 22:50;02/05/2017 08:15;;;29;;;;;;;;;;;;;;;;Google Scholar;;;;"/Users/xander/Zotero/storage/SJ5E4B8T/53ee54c20cf23733e80cc97e.pdf; /Users/xander/Zotero/storage/AU72RXU4/53ee54c20cf23733e80cc97e.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IPPJ4PDY;journalArticle;2010;Bachimont, Bruno;La présence de l'archive: réinventer et justifier;Intellectica;;;;https://hal.archives-ouvertes.fr/hal-00769664/;;2010;16/10/2018 20:33;05/02/2019 22:49;02/05/2017 09:35;281–309;;;53;;;La présence de l'archive;;;;;;;;;;;;Google Scholar;;;;"/Users/xander/Zotero/storage/LWGMHTV5/bachimont_v2.pdf; /Users/xander/Zotero/storage/3R9SB447/bachimont_v2.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DXZ4SAYN;thesis;2015;Bougenies, Fanny;Expérience de visite muséale for all: visite augmentée et construction de sens: le cas d'enfants avec et sans handicaps au Palais des Beaux-Arts de Lille.;;;;;http://www.theses.fr/2015VALE0042;;2015;16/10/2018 20:33;05/02/2019 22:49;04/05/2017 09:19;;;;;;;Expérience de visite muséale for all;;;;;Valenciennes;;;;;;;Google Scholar;;;;"/Users/xander/Zotero/storage/5U6CYBWT/e8f15392-c9eb-4e3d-9f0d-8dee4f4003e2.pdf; /Users/xander/Zotero/storage/76QUAQEK/e8f15392-c9eb-4e3d-9f0d-8dee4f4003e2.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YQLNV2K7;bookSection;2011;Landragin, Frédéric;De la saillance visuelle à la saillance linguistique;Saillance. Aspects linguistiques et communicatifs de la mise en évidence dans un texte;;;;;;2011;16/10/2018 20:33;05/02/2019 22:48;;67-84;;;;;;;;;;;Presses Universitaires de Franche-Comté;;fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Olga Inkova;;;;;;;;;;;;;;;;;;;;;;;;;;
6JBWBNFE;journalArticle;2017;"BOUGENIES, Fanny; LELEU-MERVIEL, Sylvie; SCHMITT, Daniel";Lictions et sens dans l’expérience muséale: capter le bricolage du réel pour faire corps avec le monde;Sens et médiation;;;;http://afsemio.fr/wp-content/uploads/Sens-et-m%C3%A9diation.-F.-Bougenies-S.-Leleu-Merviel-D.-Schmitt.pdf;;2017;16/10/2018 20:33;05/02/2019 22:49;06/05/2017 14:25;71;;;;;;Lictions et sens dans l’expérience muséale;;;;;;;;;;;;Google Scholar;;;;"/Users/xander/Zotero/storage/UNCG56U8/Sens-et-médiation.-F.-Bougenies-S.-Leleu-Merviel-D.-Schmitt.pdf; /Users/xander/Zotero/storage/PAX86PCQ/Sens-et-médiation.-F.-Bougenies-S.-Leleu-Merviel-D.-Schmitt.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZDMG3MCV;journalArticle;2000;Bitbol, Michel;Physique quantique et cognition;Revue internationale de philosophie;;;;http://www.jstor.org/stable/23955586;;2000;16/10/2018 20:33;05/02/2019 22:49;06/05/2017 21:28;299–328;;212 (2);54;;;;;;;;;;;;;;;Google Scholar;;;;"/Users/xander/Zotero/storage/LGWFL59E/0.pdf; /Users/xander/Zotero/storage/HZURSXQ5/0.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N5DTWJAF;journalArticle;1998;Kull, Kalevi;Kalevi Kull - On semiosis, Umwelt, and semiosphere;Semiotica;;;;http://www.zbi.ee/~kalevi/jesphohp.htm;;1998;16/10/2018 20:33;05/02/2019 22:50;08/05/2017 07:56;299-310;;;120(3/4);;;;;;;;;;;;;;;;;;;"/Users/xander/Zotero/storage/AFMAA724/jesphohp.html; /Users/xander/Zotero/storage/I234PC8G/jesphohp.html";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
XEXNGT6C;book;1980;"Maturana, Humberto R.; Varela, Francisco J.";Autopoiesis and Cognition;;978-90-277-1016-1 978-94-009-8947-4;;;http://link.springer.com/10.1007/978-94-009-8947-4;DOI: 10.1007/978-94-009-8947-4;1980;16/10/2018 20:33;05/02/2019 22:50;11/05/2017 08:06;;;;42;;;;Boston Studies in the Philosophy of Science;;;;Springer Netherlands;Dordrecht;;;;;;CrossRef;;;;"/Users/xander/Zotero/storage/AFQFPKHR/273234955.pdf; /Users/xander/Zotero/storage/DI7YMXKF/273234955.pdf";;;;;"Cohen, Robert S.; Wartofsky, Marx W.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QQN8B7Z3;book;1987;"Maturana, Humberto R.; Varela, Francisco J.";The Tree of Knowledge - The Biological Roots of Human Understanding;;0-87773-642-1;;;;;1987;16/10/2018 20:33;05/02/2019 22:50;11/05/2017 08:00;;;;;;;;Cognitive Science;;;;;Boston, Massachusetts;;;;;;;;;;"/Users/xander/Zotero/storage/8M2HE3IC/270395556.pdf; /Users/xander/Zotero/storage/I5JQ8QXS/270395556.pdf";;;;;;;;;;;;;;;;;;;;;;;Shambhala Publications;;;;;;;;;;;;;;;;;;;;;;;;;;
PVTDM3WU;book;1996;Varela, Francisco J.;Etica y Accion;;956-201-281-6;;;;;1996;16/10/2018 20:33;05/02/2019 22:49;11/05/2017 08:03;;;;;;;;;;;;;Santiago;;;;;;;;;;"/Users/xander/Zotero/storage/LPBSR3NE/278480342.pdf; /Users/xander/Zotero/storage/HH86REXE/278480342.pdf";;;;;;;;;;;;;;;;;;;;;;;Dolmen Ediciones S.A.;;;;;;;;;;;;;;;;;;;;;;;;;;
AEJCLZ5A;journalArticle;1983;Maturana, Humberto R.;What is it to see?;Archivos de Biologia y Medicina Experimentales;;;;http://europepmc.org/abstract/med/6680992;;1983;16/10/2018 20:33;05/02/2019 22:50;11/05/2017 14:08;255–269;;03-avr.;16;;;;;;;;;;;;;;;Google Scholar;;;;"/Users/xander/Zotero/storage/KDFZCDIH/0.pdf; /Users/xander/Zotero/storage/PHJGAJ4T/0.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NN4325QH;webpage;0;UNESCO;Qu’entend-on par industries culturelles et créatives ?;;;;;http://www.unesco.org/new/fr/culture/themes/cultural-diversity/diversity-of-cultural%20expressions/tools/policy-guide/como-usar-esta-guia/sobre-definiciones-que-se-entiende-por-industrias-culturales-y-creativas/;;;16/10/2018 20:33;05/02/2019 22:51;13/05/2017 14:18;;;;;;;;;;;;;;;;;;;;;;;"/Users/xander/Zotero/storage/4KMT7R68/sobre-definiciones-que-se-entiende-por-industrias-culturales-y-creativas.html; /Users/xander/Zotero/storage/EKAYZYCZ/sobre-definiciones-que-se-entiende-por-industrias-culturales-y-creativas.html";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SR9FREPZ;statute;1992;J.O.;LOI no 92-546 du 20 juin 1992    relative au dépôt légal;;;;;;;1992;16/10/2018 20:33;05/02/2019 22:48;13/05/2017 15:10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92-546;;;;;;
MKPH62VY;conferencePaper;2012;Lamboux-Durand, Pierre;Evolution of the TV News in France;ATINER'S Conference P aper Series;978-2-13-039798-4;;;;OCLC: 246496350;2012;16/10/2018 20:33;16/10/2018 20:33;;;;;;;;;;;;;Presses Univ. de France;Paris;English;;;;;Gemeinsamer Bibliotheksverbund ISBN;;;;/Users/xander/Zotero/storage/3EMB7CSN/MED2012-0135.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
896GY5JV;book;1994;Brochand, C.;Histoire générale de la radio et de la télévision en France. Tome II 1944-1977.;;2-11-003031-3;;;;;1994;16/10/2018 20:33;05/02/2019 22:47;;;;;;;;;;;;;La documentation française;Paris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JU7JR8CG;journalArticle;1935;Schrödinger, E.;Die gegenwärtige Situation in der Quantenmechanik;Naturwissenschaften;;0028-1042, 1432-1904;10.1007/BF01491891;https://link.springer.com/article/10.1007/BF01491891;;1935;16/10/2018 20:33;05/02/2019 22:51;13/05/2017 17:29;807-812;;48;23;;Naturwissenschaften;;;;;;;;de;;;;;link.springer.com;;;;"/Users/xander/Zotero/storage/TU5IKY5M/10.html; /Users/xander/Zotero/storage/Q6CZ6CIR/10.html";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T8ZZXZ3B;journalArticle;1996;Varela, Francisco J.;Approches de l’intentionnalité : de l’individu aux groupes sociaux;L’Organisation Apprenant : L’Action productrice du sens;;;;http://rhuthmos.eu/IMG/pdf/francisco_varela_approche_de_l_intentionnalite_de_l_individu_aux_groupes_sociaux.pdf;;1996;16/10/2018 20:33;05/02/2019 22:49;15/05/2017 20:02;355–385;;;5;;;Approches de l’intentionnalité;;;;;;;;;;;;Google Scholar;;;;"/Users/xander/Zotero/storage/DC8N2S8T/francisco_varela_approche_de_l_intentionnalite_de_l_individu_aux_groupes_sociaux.pdf; /Users/xander/Zotero/storage/SKIX8GRX/francisco_varela_approche_de_l_intentionnalite_de_l_individu_aux_groupes_sociaux.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VZHRKYWN;journalArticle;1996;Barrett, Lisa Feldman;Hedonic tone, perceived arousal, and item desirability: Three components of self-reported mood;Cognition & Emotion;;;;http://www.tandfonline.com/doi/abs/10.1080/026999396380385;;1996;16/10/2018 20:33;05/02/2019 22:49;21/05/2017 12:45;47–68;;1;10;;;Hedonic tone, perceived arousal, and item desirability;;;;;;;;;;;;Google Scholar;;;;"/Users/xander/Zotero/storage/XNUB4E4M/96ThreeComponents.pdf; /Users/xander/Zotero/storage/5I2PFUWZ/96ThreeComponents.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JQ3JPWNG;journalArticle;2010;Leleu-Merviel, Sylvie;De l’infra-conceptuel à des données à horizon de pertinence focalisé;Questions de communication;;1633-5961;10.4000/questionsdecommunication.420;https://questionsdecommunication.revues.org/420#tocto1n2;;2010;16/10/2018 20:33;05/02/2019 22:50;21/05/2017 15:31;171-184;;18;;;;;;;;;;;fr;Tous droits réservés;;;;questionsdecommunication.revues.org;;;;"/Users/xander/Zotero/storage/MF4BMXBF/Leleu-Merviel - 2010 - De l’infra-conceptuel à des données à horizon de p.pdf; /Users/xander/Zotero/storage/6BPLXE7K/Leleu-Merviel - 2010 - De l’infra-conceptuel à des données à horizon de p.pdf; /Users/xander/Zotero/storage/KRWBQESJ/420.html; /Users/xander/Zotero/storage/WD4BNH8I/420.html";;"communication; données; faire-sens; horizon de pertinence; interdisciplinarité; interprétation; représentation; signifiance";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7G6ZPHLF;book;2010;"Chavot, Philippe; Masseran, Anne";Les cultures des sciences en Europe;;978-2-8143-0024-8;;;;"L'ouvrage pose la question de la vulgarisation scientifique suivant les différents contextes européens. Suivant les pays, le terme ""sciences"" regroupe les sciences de la nature et les mathématiques, et éventuellement les humanités et sciences sociales.";2010;16/10/2018 20:33;05/02/2019 22:50;;;;;;;;;;;;;Presses universitaires de Nancy;Nancy;French;;;;;Open WorldCat;;;;"/Users/xander/Zotero/storage/5ZA7LSRX/385.pdf; /Users/xander/Zotero/storage/ZPEF7Z5Q/385.pdf";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NFAZXUP9;webpage;2017;;Dan Sperber — Deirdre Wilson and Dan Sperber. 2004. Relevance Theory. In Horn, L.R. & Ward, G. (eds.) 2004 The Handbook of Pragmatics. Oxford: Blackwell, 607-632.;;;;;http://www.dan.sperber.fr/?p=93;;2017;16/10/2018 20:33;05/02/2019 22:49;24/05/2017 09:20;;;;;;;;;;;;;;;;;;;;;;;"/Users/xander/Zotero/storage/6E7STIKU/www.dan.sperber.fr.html; /Users/xander/Zotero/storage/AKDIQRLG/www.dan.sperber.fr.html";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KALBCBS3;journalArticle;2010;Imbert, Geneviève;L'entretien semi-directif : à la frontière de la santé publique et de l'anthropologie, The Semi-structured Interview: at the Border of Public Health and Anthropology;Recherche en soins infirmiers;;0297-2964;;http://www.cairn.info/resume.php?ID_ARTICLE=RSI_102_0023;;2010;16/10/2018 20:33;05/02/2019 22:50;29/05/2017 14:03;23-34;;102;;;;L'entretien semi-directif;;;;;;;fr;;;;;Cairn.info;;;;"/Users/xander/Zotero/storage/9QZ8MYJQ/revue-recherche-en-soins-infirmiers-2010-3-page-23.html; /Users/xander/Zotero/storage/BA6HQ59N/revue-recherche-en-soins-infirmiers-2010-3-page-23.html";;"entretien semi-directif; méthodologie de la recherche; recherche qualitative";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
